"AID","Book-Author"
10180,"Kia Meaux"
10181,"Jerry Scott"
10182,"Bunty Howearth"
10183,"C. K. Stead"
10184,"Sky Lee"
10185,"JANE STERN"
10186,"Robin Burcell"
10187,"James Tertius deKay"
10188,"Bill Fitzhugh"
10189,"Jeanne Braselton"
10190,"Larry Keenan"
10191,"Ngaio March"
10192,"Stephanie Johnson"
10193,"Julie Cannon"
10194,"G.A. Wilkes"
10195,"Alisa Valdes-Rodriguez"
10196,"Patricia Grace"
10197,"JULIE OTSUKA"
10198,"Marilyn Duckworth"
10199,"Georgia Byng"
10200,"Pat Ross"
10201,"Philip Sudgen"
10202,"Huston Curtiss"
10203,"Michael Hardwick"
10204,"Owen Chase"
10205,"Katharine Weber"
10206,"I.J. Parker"
10207,"Gooch"
10208,"Brad Gooch"
10209,"Dann Hazel"
10210,"Elizabeth Gilbert"
10211,"Amy Borkowsky"
10212,"Anna L. Waldo"
10213,"Emine Sevgi Ozdamar"
10214,"Donna Andrews"
10215,"Holly Payne"
10216,"John Marino"
10217,"C.K. Stead"
10218,"Stevan Eldred-Grigg"
10219,"John Welter"
10220,"Jose Raul Bernardo"
10221,"Irene Allen"
10222,"Douglas Wynn"
10223,"Lilian Nattel"
10224,"Alfred Noyes"
10225,"Nick Smith"
10226,"Yxta Maya Murray"
10227,"Denise Giardina"
10228,"Harold Pinter"
10229,"P G Wodehouse"
10230,"Simon Doonan"
10231,"Holly Hobbie"
10232,"Abby Bardi"
10233,"Judith Henry"
10234,"Graham Caveney"
10235,"Elizabeth Hess"
10236,"Terrence Cheng"
10237,"Michael Gerber"
10238,"Art Spiegelman"
10239,"David Davidar"
10240,"Jewell P. Rhodes"
10241,"Robert McLiam Wilson"
10242,"Sela Ward"
10243,"Anita Rau Badami"
10244,"MAJGULL AXELSSON"
10245,"Gary Ogden Harper"
10246,"Jose Bernardo"
10247,"Wayne Johnston"
10248,"Michael Augustyn"
10249,"Kurt Diemberger"
10250,"William Burroughs"
10251,"Philippe Garner"
10252,"Tom Corcoran"
10253,"Brad Dimock"
10254,"Paulette Jiles"
10255,"Frank Monaco"
10256,"BARBARA HAMBLY"
10257,"Richard L. Miller"
10258,"Merril Markoe"
10259,"Lisa Huang Fleischman"
10260,"Ben Macintyre"
10261,"Akimitsu Takagi"
10262,"Dan Hurley"
10263,"Diana Gregory"
10264,"H.B. Gilmour"
10265,"Ariel Jennifer Jones"
10266,"Sherry Sontag"
10267,"JOHN STEINBECK"
10268,"Camille Geraldi"
10269,"Earl Murray"
10270,"Dr. Pedro Jose Greer"
10271,"Debbie Morris"
10272,"Nik C. Colyer"
10273,"Haven Kimmel"
10274,"Mark Payne"
10275,"Cara Wilson"
10276,"Jackie Kendall"
10277,"Michelle McKinney-Hammond"
10278,"Pete Dexter"
10279,"Miriam Sokol"
10280,"Canfield. Jack"
10281,"Patricia Kay"
10282,"Rick Pitino"
10283,"Mary Kay McComas"
10284,"Iris Rainer Dart"
10285,"Elisabeth Eaves"
10286,"Octave Mirbeau"
10287,"Allen Weinstein"
10288,"O. E. Rolvaag"
10289,"John Bayer"
10290,"Shirley Worrall"
10291,"James Scott Bell"
10292,"Mary Engelbreit"
10293,"Robert Eisenberg"
10294,"John Reed"
10295,"George Harrar"
10296,"Pamela Rafael Berkman"
10297,"DAVID GUTERSON"
10298,"Thomas Sanchez"
10299,"Paul Levinson"
10300,"Martha Powers"
10301,"Sembene Ousmane"
10302,"Margot Patterson Doss"
10303,"Rafael Courtoisie"
10304,"Al Biondi"
10305,"CHERRY ADAIR"
10306,"Lars Eighner"
10307,"Geraldine Kudaka"
10308,"Jim Curtin"
10309,"Nick Tosches"
10310,"Daniel Akst"
10311,"Tara K. Harper"
10312,"Sandra Bernhard"
10313,"Jerry Seinfeld"
10314,"Louise Redd"
10315,"Carol Ann Lee"
10316,"Linda Wolfe"
10317,"Guy Vanderhaeghe"
10318,"Mary Ladd Gavell"
10319,"Jerry Hopkins"
10320,"Robert Shapard"
10321,"Mqp Creative"
10322,"Josephine Hendin"
10323,"Rebecca Stowe"
10324,"ARLENE J. CHAI"
10325,"Mikhail Lermontov"
10326,"Gloria Mallette"
10327,"Jeff Leeland"
10328,"April Sinclair"
10329,"John Barth"
10330,"Michael Grant Jaffe"
10331,"William Joyce"
10332,"Ben Bradlee"
10333,"Scott R. Russell"
10334,"Joe Conason"
10335,"Uwe Timm"
10336,"John Lennon"
10337,"I. M. Peeved"
10338,"David Malouf"
10339,"David Chilton"
10340,"Yuan Yang"
10341,"Eric Shiraev"
10342,"Jaimy Gordon"
10343,"Susan Cheever"
10344,"Claudia Shear"
10345,"Gene Hackman"
10346,"John W. Dowdee"
10347,"Marcia Rose"
10348,"Culinary Institute of America"
10349,"Donald Antrim"
10350,"Joseph Bruchac"
10351,"Robert Lopshire"
10352,"Johnny Gruelle"
10353,"Lisa St. Aubin De Teran"
10354,"Bill Dahl"
10355,"Lora Brody"
10356,"Lois Ellen Frank"
10357,"Andrew S. Grove"
10358,"Mark Kurlansky"
10359,"Bob Eggleton"
10360,"Ruthanne Lum McCunn"
10361,"Jean Pare"
10362,"Earl Emerson"
10363,"Elliott Roosevelt"
10364,"Myrna Oakley"
10365,"Calvin Trillin"
10366,"Geneen Roth"
10367,"Martin Dunford"
10368,"Stacey Richter"
10369,"Roland Gary Jones"
10370,"Arlene Modica Matthews"
10371,"Linnea Lundgren"
10372,"Ellen Slezak"
10373,"Elizabeth Pomada"
10374,"Susanna Kaysen"
10375,"K. Okakura"
10376,"JERRY SEINFELD"
10377,"Robert W. Snyder"
10378,"Elizabeth McCracken"
10379,"Wendy Hornsby"
10380,"Paula Marantz Cohen"
10381,"Susan Shaughnessy"
10382,"Meridel Le Sueur"
10383,"Ian C. Ellis"
10384,"A.M. Homes"
10385,"SHERI REYNOLDS"
10386,"Helen Dunmore"
10387,"Wallace Earle Stegner"
10388,"Robert Ellis Gordon"
10389,"Michael Stearns"
10390,"Adela Vergara"
10391,"GIL REAVILL"
10392,"Rainer Eisenschmid"
10393,"Jamie S. Rich"
10394,"Laura Day"
10395,"Hari Kunzru"
10396,"Robin Goldstein"
10397,"James, Dr. Dobson"
10398,"Julie Taylor"
10399,"Nikolaj Frobenius"
10400,"TOM GLAZER"
10401,"Susan Isaacs Kohl"
10402,"Lendon H. Smith"
10403,"Junior League of Seattle Staff"
10404,"Barthe DeClements"
10405,"John Kulka"
10406,"John Powell"
10407,"Clyde Edgerton"
10408,"Nancy Richler"
10409,"Sandra Benitez"
10410,"Allen deHart"
10411,"Ben Jonson"
10412,"Lynne S. Schwartz"
10413,"Alan V. Hewat"
10414,"Angela Nissel"
10415,"Art Lee"
10416,"Claire Davis"
10417,"Diane Fitzgerald"
10418,"Julia Wilkinson"
10419,"Nuruddin Farah"
10420,"Joyce Goldstein"
10421,"Halldor Laxness"
10422,"RITA DOVE"
10423,"Carol Frieberg"
10424,"Margaret B. Blackman"
10425,"KATHERINE NEVILLE"
10426,"Laurie Foos"
10427,"John B. Keane"
10428,"Chuck Shepherd"
10429,"Beth Nixon Weaver"
10430,"Susan Orlean"
10431,"Sol Gordon"
10432,"Alexander Lockhart"
10433,"Kurban Said"
10434,"Ben Sherwood"
10435,"Cynthia Manson"
10436,"Craig Claiborne"
10437,"Marc Mappen"
10438,"Jill Mc Corkle"
10439,"Lawrence Norfolk"
10440,"Tom Henry"
10441,"Paco Underhill"
10442,"Kathleen Alcala"
10443,"Maria Flook"
10444,"Roger Rapoport"
10445,"Calvin. Trillin"
10446,"Tama Janowitz"
10447,"Marty Westerman"
10448,"Anton Pavlovich Chekhov"
10449,"M.F.K. Fisher"
10450,"Nino Lo Bello"
10451,"Christopher Morley"
10452,"Marlys Millhiser"
10453,"Jeanne Hanson"
10454,"Barbara Myerhoff"
10455,"Amber Coverdale Sumrall"
10456,"Dee Wells"
10457,"RUTH REICHL"
10458,"Peter Canby"
10459,"Jerry Biederman"
10460,"Gregory Gibson"
10461,"Sally Morningstar"
10462,"Ostenso"
10463,"Marly Swick"
10464,"Sandi Toksvig"
10465,"Jane Gardham"
10466,"Jill Paton Walsh"
10467,"Eliyahu Goldratt"
10468,"Rani Manicka"
10469,"Judith Saxton"
10470,"Marcus Sieff"
10471,"Ronnie Barker"
10472,"Colin White"
10473,"David Hampshire"
10474,"Carl Lombard"
10475,"Michelle A. Edwards"
10476,"DAYNA DUNBAR"
10477,"Acton Figueroa"
10478,"DIANE HAMMOND"
10479,"Thomas Adcock"
10480,"Margaret Snyder"
10481,"Karin Slaughter"
10482,"Amanda Brown"
10483,"Rose Connors"
10484,"Pat Booth"
10485,"Matthew Rettenmund"
10486,"Nigel Cawthorne"
10487,"Leslie Gould"
10488,"Kim Wong Keltner"
10489,"Kathy Peel"
10490,"Beth Hilgartner"
10491,"Claudia Pattison"
10492,"Teresa McClain-Watson"
10493,"Jean Thompson"
10494,"LAURA ZIGMAN"
10495,"Brian Kilcommons"
10496,"Richard T. Pienciak"
10497,"George Anastasia"
10498,"Lagoon Books"
10499,"Peter Burton"
10500,"Richard Scarry"
10501,"Carol Thompson"
10502,"Annie Auerbach"
10503,"Steven Banks"
10504,"Patricia MacDonald"
10505,"R. J. Rosenblum"
10506,"Tanya Maria Barrientos"
10507,"Ramsay Campbell"
10508,"Caroline Leavitt"
10509,"Lauren Kelly"
10510,"PETER STRAUB"
10511,"James A. Moore"
10512,"Jilliane Hoffman"
10513,"Simon Clark"
10514,"Susan Wilson"
10515,"Christina Fitzpatrick"
10516,"Jessica Barksdale Inclan"
10517,"Linda Nichols"
10518,"Mark Billingham"
10519,"Mark Nykanen"
10520,"Matthew Stokoe"
10521,"Blake Crouch"
10522,"James Kidman"
10523,"Donna VanLiere"
10524,"J. N. Williamson"
10525,"Gary A. Braunbeck"
10526,"Sephera Giron"
10527,"Barbara Bell"
10528,"Kevin Yarbrough"
10529,"Lucy Taylor"
10530,"Judy Duarte"
10531,"Wrath James White"
10532,"Monica J. O'Rourke"
10533,"Paul Burrell"
10534,"David Martin"
10535,"T. J. MacGregor"
10536,"Shirley Palmer"
10537,"Victoria Pade"
10538,"Laura Kasischke"
10539,"Robert Boswell"
10540,"Judith H. McQuown"
10541,"Andrew Harper"
10542,"Joshua Gilder"
10543,"Kate Morgenroth"
10544,"Taylor Kincaid"
10545,"Danielle Steele"
10546,"Anitra Sheen"
10547,"JOANNA HERSHON"
10548,"Keith Ablow"
10549,"Ramsey Campbell"
10550,"Daniel King"
10551,"Zelda Lockhart"
10552,"Peggy Vincent"
10553,"Jeffrey Konvitz"
10554,"Joseph R. Garber"
10555,"Robert R. McCammon"
10556,"Randall Dale Adams"
10557,"Glen Hirshberg"
10558,"Jennifer L. Holm"
10559,"Jere Longman"
10560,"John Skipp"
10561,"Elwood Reid"
10562,"Manuela Dunn-Mascetti"
10563,"Abdullah Yusuf Ali"
10564,"Malcolm X"
10565,"Marie-Luise Kreuter"
10566,"Edgar R. Burroughs"
10567,"Marc Behm"
10568,"John Steakley"
10569,"Rob Kean"
10570,"Mark Kistler"
10571,"Donald Senior"
10572,"Sarah Josepha Hale"
10573,"John Follain"
10574,"Michael Cader"
10575,"Kim Bellefontaine"
10576,"Vladimir Radunsky"
10577,"WILL AND MA OSBORNE"
10578,"Dianne Snyder"
10579,"Scholastic"
10580,"Linda Ashman"
10581,"Ellen Schecter"
10582,"Malcolm Yorke"
10583,"Ira Wolfman"
10584,"Ellen Levine"
10585,"FRANK B. GILBRETH"
10586,"Elizabeth G. Hainstock"
10587,"Ken Weber"
10588,"Roger Priddy"
10589,"Robert Levine"
10590,"Patricia Beatty"
10591,"ANDREA IMMER"
10592,"Ruth Beechick"
10593,"Tomie dePaola"
10594,"Ian G. Saunders"
10595,"Natalie Carabetta"
10596,"Frank B., Jr. Gilbreth"
10597,"Erik C. Haugaard"
10598,"Donna M. Jackson"
10599,"Augustine"
10600,"William, MD Bonadio"
10601,"Avery Hart"
10602,"Alexandra M. Terzian"
10603,"Jim Jordan"
10604,"Karen Andreola"
10605,"Naomi Black"
10606,"Leisure Arts"
10607,"Jim Weidmann"
10608,"C. Akiyama"
10609,"Fujihiko  Kaneda"
10610,"Rita  Lampkin"
10611,"Carol Akiyama"
10612,"Ichiro Shirato"
10613,"Hiroko, Ph.D. Storm"
10614,"MARY STOLZ"
10615,"Robert Tallon"
10616,"Ian Sheldon"
10617,"Bruce Campbell"
10618,"Penny Simkin"
10619,"Bridgette Server"
10620,"Fulton J. Sheen"
10621,"John Beevers"
10622,"E. Nesbitt"
10623,"Henry G. Graham"
10624,"Peter Porter"
10625,"Gennadii Spirin"
10626,"Giuliana Pelucchi"
10627,"Benedict J. Groeschel"
10628,"James Demers"
10629,"Michael O'Brien"
10630,"Angela C. Santomero"
10631,"David Isaacs"
10632,"Laura Berquist"
10633,"Benedict J., Fr. Groeschel"
10634,"Bernard Evslin"
10635,"S. Wise Bauer"
10636,"Mel Gibson"
10637,"Tom Allen"
10638,"Jonathan Stroud"
10639,"American Academy of Pediatrics"
10640,"Hertha Ernestine Pauli"
10641,"Mark Bernthal"
10642,"Lenn  Redman"
10643,"Philip Wilkinson"
10644,"Susan Striker"
10645,"Elizabeth Hallam"
10646,"Kimberly Hahn"
10647,"Sara Wood"
10648,"Christine O'Keeffe Lafser"
10649,"David B. Currie"
10650,"Bernard C. Ruffin"
10651,"Mitch Pacwa"
10652,"Ronda Chervin"
10653,"Patrick Madrid"
10654,"Janet Benge"
10655,"Ann McGovern"
10656,"Leslie Rule"
10657,"Henry Rider Haggard"
10658,"Jack Hitt"
10659,"Euripides"
10660,"T. E. Lawrence"
10661,"Charles Curtis"
10662,"Maria Beesing"
10663,"Choderlos De Laclos"
10664,"Michael Allen Dymmoch"
10665,"Louise Taylor"
10666,"Robert M. Quackenbush"
10667,"SARAH GRAVES"
10668,"C. S Lewis"
10669,"Janet Frank"
10670,"Jeff Abbott"
10671,"George Downing"
10672,"Kathleen Keating"
10673,"Evelyn E. Smith"
10674,"Evelyn Smith"
10675,"James Fox"
10676,"Jan Lynette Dargatz"
10677,"Raymond Lamont-Brown"
10678,"Connie Feddersen"
10679,"Ross Thomas"
10680,"Shelley Freydont"
10681,"Howard Pyle"
10682,"Harriet Lerner"
10683,"Suzette Tyler"
10684,"Fran Lebowitz"
10685,"John E. Bradshaw"
10686,"Kate Klise"
10687,"Emily Brightwell"
10688,"Countess of Romanoes Aline"
10689,"Ronni Eisenberg"
10690,"Carol Gilligan"
10691,"Peter Russell"
10692,"Bob Rosner"
10693,"C. S. Forester"
10694,"Les Rhodes"
10695,"JEAN-DOMINIQUE BAUBY"
10696,"Gerald G. Jampolsky"
10697,"Terry Cole-Whittaker"
10698,"Jessica Mitford"
10699,"Emmuska Orczy"
10700,"Deborah Adams"
10701,"Michelle Kwan"
10702,"Mary Roberts Rinehart"
10703,"Jacqueline Girdner"
10704,"Ellen Fein"
10705,"Lou Jane Temple"
10706,"John Hockenberry"
10707,"Author"
10708,"Laurien Berenson"
10709,"Nadine Mockler"
10710,"Frances Gray Patton"
10711,"Emmuska, Baroness Orczy"
10712,"ALLEN MANDELBAUM"
10713,"Diane Stortz"
10714,"Andy Mangels"
10715,"Nancy Lee Teaff"
10716,"Warwick Downing"
10717,"Carla Jablonski"
10718,"Donald M. Silver"
10719,"Lisa Eisenberg"
10720,"JESSE YOUNGER"
10721,"Lesley Blackman"
10722,"Mary Atkinson"
10723,"W. REV AWDRY"
10724,"Millicent Selsam"
10725,"Margaret Clyne"
10726,"Vincent Andriani"
10727,"Harriet Marcelle"
10728,"Henrik Drescher"
10729,"Robert Loren Fleming"
10730,"Elspeth Murphy"
10731,"John Walsh"
10732,"Jonathan Frakes"
10733,"Lynn Hoffman"
10734,"KENNETH GRAHAME"
10735,"Terence Faherty"
10736,"June Brown"
10737,"Lazaris"
10738,"Nancy Fairbanks"
10739,"Andrew Carroll"
10740,"Robert Kimmel Smith"
10741,"R.A. MONTGOMERY"
10742,"George Sullivan"
10743,"Emma Gelders Sterne"
10744,"Richard Skinner"
10745,"Jason Moss"
10746,"Anton Chaitkin"
10747,"E. M. Delafield"
10748,"E.M. Delafield"
10749,"Sharyn Mccrumb"
10750,"Hamilton Crane"
10751,"Lee Charles Kelley"
10752,"Frank Ferrell"
10753,"Joan Embery"
10754,"Gene Stratton-Porter"
10755,"Lori Marie Carlson"
10756,"Carol Anne O'Marie"
10757,"Myrna Culbreath"
10758,"Donald Sobol"
10759,"DONALD J. SOBOL"
10760,"Gary Trudeau"
10761,"JEFFREY MOUSSAIEFF MASSON"
10762,"Doreen Tovey"
10763,"Robert Ellsberg"
10764,"Ruth Teichroeb"
10765,"Julie N. Eisenhower"
10766,"Lori Copeland"
10767,"BLYTON ENID"
10768,"Patricia Windsor"
10769,"HERBERT PHD FENSTERHEIM"
10770,"SYDNEY TAYLOR"
10771,"Deborah Donnelly"
10772,"S.  Gross"
10773,"Dorie Byers"
10774,"Edward Ball"
10775,"Laura Pedersen"
10776,"Judith Fein"
10777,"Kodak"
10778,"Phyllis Rose"
10779,"Jean Wickstrom Liles"
10780,"Frances Lockridge"
10781,"Francess Lin Lantz"
10782,"Tip O'Neill"
10783,"Manuel J. Smith"
10784,"Dick King-Smith"
10785,"Kate Douglas Wiggin"
10786,"Maurice Sendak"
10787,"L. Frank Baum"
10788,"Deborah Felder"
10789,"B. B. Hiller"
10790,"Stephen Krensky"
10791,"Jack Shepherd"
10792,"Schulz"
10793,"Deborah Tannen"
10794,"Stevenson"
10795,"Charlotte Elkins"
10796,"Kenneth Giles"
10797,"Laurel Robertson"
10798,"David Wallechinsky"
10799,"Frances Burnett"
10800,"William R. Maples"
10801,"Farley Mowat"
10802,"Chuck Yeager"
10803,"Claire Tomalin"
10804,"Peter Sis"
10805,"Kathryn Kenny"
10806,"N.H. Kleinbaum"
10807,"Susan Feldmann"
10808,"Charles Earle Funk"
10809,"CAROLINE KNAPP"
10810,"Stewart Cowley"
10811,"Mark Saltzman"
10812,"Douglas J. Rumford"
10813,"Michener A."
10814,"Bill Hinds"
10815,"Sidonie­Gabrielle Colette"
10816,"Boris Leonidovich Pasternak"
10817,"James A Michener"
10818,"OTTO PENZLER"
10819,"Jackie French Koller"
10820,"Mary Rodgers"
10821,"Harold S. Kushner"
10822,"Susan Allen Toth"
10823,"Mignon G. Eberhart"
10824,"Judith Thurman"
10825,"Dorothy Law Nolte"
10826,"Joshua, Sir Reynolds"
10827,"THOMAS HARRIS"
10828,"Elizabeth Forsythe Hailey"
10829,"Jim Lovell"
10830,"Millie Bush"
10831,"PHYLLIS REYNOLDS NAYLOR"
10832,"Clement Clarke Moore"
10833,"Robin Wood"
10834,"REX STOUT"
10835,"Thomas T. Noguchi"
10836,"Leslie O'Kane"
10837,"William Fezler"
10838,"A.J. Russell"
10839,"Don H Polston"
10840,"Michael Mitton"
10841,"Joel Martin"
10842,"Gene Stratton Porter"
10843,"Mikel Vause"
10844,"Peggy Fleming"
10845,"Harold Silverman"
10846,"Helen Eustis"
10847,"John Shelby Spong"
10848,"Brian Wilson"
10849,"Mother Teresa"
10850,"Alfred Hitchcock"
10851,"Deborah Woodworth"
10852,"Bette & Sansan Lord"
10853,"Nicola De Pulford"
10854,"Hugh Fleetwood"
10855,"Deborah Raney"
10856,"Joe Jackson"
10857,"Gerald Durrell"
10858,"Stewart Farrar"
10859,"Anthony Louis"
10860,"Ellen Cooney"
10861,"Liz Jarrett"
10862,"John Louis Anderson"
10863,"Bob  Puhala"
10864,"Sally S. Wright"
10865,"William Allen Werneken"
10866,"John J. Jr. Osborn"
10867,"Christopher Phillips"
10868,"Vladimir Nabakov"
10869,"Willa Sibert Cather"
10870,"Jennifer Lee"
10871,"Ann Howard Creel"
10872,"Christopher D. Hudson"
10873,"Joe Fellegy"
10874,"Marie Evans"
10875,"Mary Murray DeLaney"
10876,"Jay Jennings"
10877,"Ashleigh Bryce Clayton"
10878,"Howard Mohr"
10879,"John Seymour"
10880,"Geoff Dyer"
10881,"Hazelden Publishing"
10882,"Jesse Ventura"
10883,"Ming-Dao Deng"
10884,"Ben Starnes"
10885,"Rosemary Daniell"
10886,"Steve Gannon"
10887,"Valerie W. Wesley"
10888,"Kathleen Barret"
10889,"Linda Lyle"
10890,"Darwin Porter"
10891,"Tony Potter"
10892,"Mattie J. T. Stepanek"
10893,"Anton Myrer"
10894,"Julian"
10895,"Sandra Gulland"
10896,"Deborah Chiel"
10897,"Jill Shalvis"
10898,"Gerald Malcolm Durrell"
10899,"CARTER"
10900,"Matthew Strebe"
10901,"James Chellis"
10902,"Lisa Donald"
10903,"Raymond Barnett"
10904,"Michelle M. Sagara"
10905,"Bart Davis"
10906,"Matthew Mead"
10907,"Irwin Shaw"
10908,"Beryl Markham"
10909,"THOMAS L. FRIEDMAN"
10910,"Rigoberta Menchu"
10911,"Anne Raeff"
10912,"Marina Picasso"
10913,"Zelig Pliskin"
10914,"Kate Walbert"
10915,"Dina Temple-Raston"
10916,"John Wesley Dean"
10917,"Susannah Heschel"
10918,"Mark Epstein"
10919,"Betsy Reed"
10920,"Martha Nibley Beck"
10921,"Chiang Yee"
10922,"James T. Farrell"
10923,"Mike Tidwell"
10924,"Maureen Dean"
10925,"W. Ralph Eubanks"
10926,"John McAfee"
10927,"Geoffrey Giuliano"
10928,"Abbas Milani"
10929,"Dawn Turner Trice"
10930,"Hortense Calisher"
10931,"DAWN POWELL"
10932,"Grace Paley"
10933,"Katherine Towler"
10934,"Michelle Passoff"
10935,"Epicurus"
10936,"Dean R. Spitzer"
10937,"Patricia Foster"
10938,"Pauli Murray"
10939,"Milton Steinberg"
10940,"G. A. McKevett"
10941,"JAMES M. CITRIN"
10942,"Sarah Strohmeyer"
10943,"T. L. Gray"
10944,"Anna Davis"
10945,"Geralyn Dawson"
10946,"Scott Gray"
10947,"Susan Andersen"
10948,"Linda Markowiak"
10949,"Lauri Cambell"
10950,"C.J. Carmichael"
10951,"Claudia Bishop"
10952,"Kathleen Taylor"
10953,"Claire M. Johnson"
10954,"Trish Jensen"
10955,"Emily Carmichael"
10956,"Sabrina Burton"
10957,"Rebecca P. Janney"
10958,"Kathleen Webb"
10959,"Jennifer Drew"
10960,"Alex Matthews"
10961,"Wensley Clarkson"
10962,"William G. Flanagan"
10963,"James Neff"
10964,"Bonnie K. Winn"
10965,"Maggie Simpson"
10966,"Eileen Fulton"
10967,"Katherine Deauxville"
10968,"Sandy Steen"
10969,"Joan Kilby"
10970,"Curtiss Matlock"
10971,"JANE GRAVES"
10972,"Sheryl Lynn"
10973,"Jean Barrett"
10974,"Cherry Adair"
10975,"Ann Peterson"
10976,"Jayne Ann Krenitz"
10977,"Kathleen O'Brien"
10978,"Patricia Potter"
10979,"Coerte V. W. Felske"
10980,"Gini Hartzmark"
10981,"Iris Ranier Dart"
10982,"Darlene Gardner"
10983,"Lori Wilde"
10984,"Susan Rogers Cooper"
10985,"X. L Méndez Ferrín"
10986,"Betty Greene"
10987,"Melissa Lowell"
10988,"Mel Gilden"
10989,"K.T. Smith"
10990,"Norma Johnston"
10991,"L.R. Wright"
10992,"Laurie Colwin"
10993,"RHYS"
10994,"MONA SIMPSON"
10995,"Donald M. Epstein"
10996,"George Dawson"
10997,"SUZANNE FALTER-BARNS"
10998,"Betty J., Ph.D. Kovacs"
10999,"Judith Sherven"
11000,"Nancy Dunnan"
11001,"Mitchell Pacelle"
11002,"Kate Solisti-Mattelon"
11003,"Daniel D. Pearlman"
11004,"Mark H. McCormack"
11005,"Richard A., Md. Evans"
11006,"Paul E. Morin"
11007,"Horst Rechelbacher"
11008,"Sanjay Sonawani"
11009,"Raj Supe"
11010,"Jennifer Moses"
11011,"Anna Johnson"
11012,"Abigail Van Buren"
11013,"Martin Prechtel"
11014,"Mira Kamdar"
11015,"Danny Fields"
11016,"Kristin Sheldon"
11017,"Adrienne Eisen"
11018,"Paul E. Erdman"
11019,"Caroline Harvey"
11020,"Patricia J. Crane"
11021,"Kenny Rose Butts"
11022,"Vladimir Chernozemsky"
11023,"Patti G. Fields"
11024,"Adelheid Ohlig"
11025,"Jack Engelhard"
11026,"D. J. Brown"
11027,"Lorena McCourtney"
11028,"Meg Tilly"
11029,"Bonnie Burnard"
11030,"Jerry J. Pollock"
11031,"Trudy Baker"
11032,"Laura Cunningham"
11033,"Richard Hewitt"
11034,"William Stuart Long"
11035,"Barry Yourgrau"
11036,"Josef Skvorecky"
11037,"Bruce Olson"
11038,"Norah Robinson Lofts"
11039,"Frank Harris"
11040,"Carole L. Glickfeld"
11041,"Laurel Doud"
11042,"CHARLES DICKENS"
11043,"Carol Hill"
11044,"Natalya Reshetovskaya"
11045,"HOWARD FAST"
11046,"RONA JAFFE"
11047,"Holt"
11048,"Karl Von Clausewitz"
11049,"Hongda Harry Wu"
11050,"Ann Ward Radcliffe"
11051,"Horace Walpole"
11052,"PHYLLIS A. WHITNEY"
11053,"Connie Brockway"
11054,"Alexandra Blackstone"
11055,"Michelle Brandon"
11056,"Anna Deforest"
11057,"Jessica Douglass"
11058,"Patricia Pellicane"
11059,"Elizabeth Chadwick"
11060,"Kathleen Harrington"
11061,"Gwen Cleary"
11062,"Christine Young"
11063,"Donna Stephens"
11064,"CHRISTINA SKYE"
11065,"Fredrick D. Huebner"
11066,"Jacey Ford"
11067,"Ana Leigh"
11068,"JOY FIELDING"
11069,"Meryl Sawyer"
11070,"Jeanette Baker"
11071,"Roxanne St. Claire"
11072,"Taylor Smith"
11073,"Wilma Ross"
11074,"Christiane Heggan"
11075,"Carson Mccullers"
11076,"Gloria Anzaldua"
11077,"Mary Ann Mason"
11078,"BETTE GREENE"
11079,"VIRGINIA WOOLF"
11080,"Jessie Lee Brown Foveaux"
11081,"Victor Martinez"
11082,"James Hilton"
11083,"Paul Laurence Dunbar"
11084,"Susie Bright"
11085,"Mary Taylor Simeti"
11086,"Laurie Graff"
11087,"Carla Wills-Brandon"
11088,"Heidi Julavits"
11089,"Shirley Conran"
11090,"V. Hugo"
11091,"Michael Scholz Hansel"
11092,"Inc Staff Scholastic"
11093,"Maupassant"
11094,"Alfred de Musset"
11095,"Stendhal"
11096,"Fr�?©d�?©ric Beigbeder"
11097,"Jean Jacqu Rousseau"
11098,"J .K. Rowling"
11099,"Jean de La Fontaine"
11100,"Rosa Regas"
11101,"Bernardo Atxaga"
11102,"Eug�?¨ne Ionesco"
11103,"Juan Marse"
11104,"Jean François Revel"
11105,"Joseph Kessel"
11106,"Minne"
11107,"Robert Ray"
11108,"Bill Roorbach"
11109,"Caroline Sharp"
11110,"Josip Novakovich"
11111,"Louis Decimus Rubin"
11112,"Sheena Gillespie"
11113,"Henry Watson Fowler"
11114,"James N. Frey"
11115,"Constance Hale"
11116,"Julie Checkoway"
11117,"University"
11118,"Rick Demarinis"
11119,"Evan Marshall"
11120,"Sheila Bender"
11121,"Carol Bly"
11122,"Charles T. Brusaw"
11123,"Michael J. Bugeja"
11124,"Michael Turner"
11125,"CHRIS WARE"
11126,"Daphne Phelps"
11127,"Charles T. Powers"
11128,"Milorad Pavic"
11129,"Michael Palin"
11130,"Charles Palliser"
11131,"Peter Nadas"
11132,"Jonathan Lethem"
11133,"Russell Hoban"
11134,"Ismail Kadare"
11135,"Danilo Kis"
11136,"Gary Krist"
11137,"Marc McCutcheon"
11138,"Grace F. Edwards"
11139,"Jonathan Carroll"
11140,"Ellen Akins"
11141,"Antonio Lobo Antunes"
11142,"R. F. Laird"
11143,"Ronald Wright"
11144,"Ron Chernow"
11145,"David Hackett Fischer"
11146,"Amir D. Aczel"
11147,"George Reese"
11148,"James  Goodwill"
11149,"The O'Reilly Java Authors"
11150,"Sherry Yard"
11151,"TRACY KIDDER"
11152,"Judith Kolberg"
11153,"Michele Novotni"
11154,"Matthew Restall"
